0,1,1,8.79477596283,8.79477596283
0,2,1,4.45254993439,4.45254993439
0,4,1,2.217441082,2.217441082
0,8,1,1.27513885498,1.27513885498
0,16,1,0.693597078323,0.693597078323
0,32,1,0.453855991364,0.453855991364
0,48,1,0.478261947632,0.478261947632
0,1,2,16.9703419209,8.48517096043
0,2,2,8.89770698547,4.44885349274
0,4,2,4.60585093498,2.30292546749
0,8,2,2.3608109951,1.18040549755
0,16,2,1.30358314514,0.651791572571
0,32,2,0.828280925751,0.414140462875
0,48,2,0.987077236176,0.493538618088
0,1,10,85.4774320126,8.54774320126
0,2,10,43.6139800549,4.36139800549
0,4,10,22.4006259441,2.24006259441
0,8,10,11.6480491161,1.16480491161
0,16,10,6.22564697266,0.622564697266
0,32,10,3.68927311897,0.368927311897
0,48,10,3.7327849865,0.37327849865
